Subject	Meta-Relation	Object
NELL:proxyof	rdfs:comment	one thing can be taken to refer to another but the reverse is not necessarily or equally so
NELL:countryleadbyperson	rdfs:comment	specifies that a particular person is the leader of a particular country
NELL:stadiumlocatedincity	rdfs:comment	The city where a stadium is located
NELL:teamplaysincity	rdfs:comment	The home city of a sports team typically a location where the team frequently competes.
NELL:statehascapital	rdfs:comment	The capital city of a state where the main governing apparatus is located.
NELL:organizationrepresentedbyagent	rdfs:comment	Specialization of proxyFor for agent-to-organization relations. populate=false only because presumed to be uninteresting
NELL:organizationleadbyagent	rdfs:comment	General relation as with certain political positions we have an agent that controls the thing that he works for
NELL:organizationleadbyperson	rdfs:comment	person leading an organization/company
NELL:organizationhastopmember	rdfs:comment	Identifies people in high-level leading positions at organizations.  Applicable positions have authority over the entire organization (e.g. presidents VPs directors and C-level executives) not merely over departments or subsidiaries.
NELL:companyceo	rdfs:comment	specifies that a particular CEO is the CEO of a particular company
NELL:bankchiefexecutiveceo	rdfs:comment	Describes the CEOs of banks
NELL:automobilemakerchiefexecutiveceo	rdfs:comment	Describes the CEOs of automobile maker companies
NELL:geopoliticalorganizationleadbyperson	rdfs:comment	specifies that a particular person plays a leading role in a particular geopolitical organization (which includes the governments of countries)
NELL:cityleadbyperson	rdfs:comment	specifies that a particular person is the leader (e.g. Mayor) of a particular city
NELL:countrycapital	rdfs:comment	specifies that a particular city is the capital of a particular country
NELL:personineconomicsector	rdfs:comment	People who work in a given economic sector
NELL:musicsongisatrackofmusicalbum	rdfs:comment	Identifies a music song which is a track of a music album
NELL:economicsectorhasperson	rdfs:comment	People who work in a given economic sector
NELL:agriculturalproductcontainchemical	rdfs:comment	Describes the agricultural products that contain a chemical
NELL:inverseofautomobilemakercardealersinstateorprovince	rdfs:comment	Describes the car dealers in a state or province
NELL:inverseoffishservedwithfood	rdfs:comment	Describes the kind of food that are tipically serverd with a fish
NELL:buildingfeaturebuiltabovelake	rdfs:comment	buildingfeature and lake are related
NELL:clothingmadefromplant	rdfs:comment	Describes the clothing items made of a plant
NELL:inverseofathleteinjuredhisbodypart	rdfs:comment	Describes the athletes that had injured any body part
NELL:inverseofathletefracturedbone	rdfs:comment	Bone fracture that an athlete had
NELL:inverseofplantrepresentemotion	rdfs:comment	Describes the emotions represented by a plant
NELL:inverseofcompanyproducesvideogamesystem	rdfs:comment	company produces a video game system
NELL:sportteam	rdfs:comment	The sport that a team plays.
NELL:inverseofprofessionactsatthesameareaofpoliticissue	rdfs:comment	Describes professions that work at the area of a political issue
NELL:sportfansincountry	rdfs:comment	Describes the sports that have fans living in a country
NELL:visualartformartist	rdfs:comment	The type of visual art that a visualArtist produces. Also known as an artist's medium.
NELL:inverseofagriculturalproductcutintogeometricshape	rdfs:comment	Describes the agricultural products that are usually cut into geometric shapes
NELL:wineryatfarm	rdfs:comment	farm and winery are related
NELL:isshorterthan	rdfs:comment	Indicates that arg1 has a greater height than arg2
NELL:academicfieldusedinjobposition	rdfs:comment	Academic fields useful for job positions
NELL:inverseofdiseasecausesphysiologicalcondition	rdfs:comment	Describes diseases that may cause a physiological condition
NELL:arterycalledartery	rdfs:comment	Describes the names an artery can be called
NELL:eventcausedbyevent	rdfs:comment	Any events that is caused by another event
NELL:thinghasshape	rdfs:comment	Object has shape (NEIL)
NELL:issueofpoliticsgroup	rdfs:comment	Issues that a political group has concern about
NELL:birdmayconsumeprotein	rdfs:comment	Describes the proteins eaten by a bird
NELL:jobpositionusesacademicfield	rdfs:comment	Academic fields useful for job positions
NELL:inverseofathletebeatathlete	rdfs:comment	Describes the athletes whom beat other athletes
NELL:inverseofarteryarisesfromartery	rdfs:comment	Describes the arteries that arises from other arteries
NELL:sportsgamesport	rdfs:comment	Specifies the sport that was played in a particular sportsGame.
NELL:politicsgroupconcernsissue	rdfs:comment	Issues that a political group has concern about
NELL:foodcancausedisease	rdfs:comment	Describes the diseases that can be caused by a food
NELL:publicationwritesabout	rdfs:comment	Specifies that a particular person has been written about in a particular publication
NELL:awardtrophytournamentisthechampionshipgameofthenationalsport	rdfs:comment	Describes award trophy tournaments related to specific sports
NELL:universityoperatesinlanguage	rdfs:comment	Language spoken at a college/university.
NELL:agriculturalproductcookedwithagriculturalproduct	rdfs:comment	Describes the agricultural products that are usually cooked with another agricultural product
NELL:personwrittenaboutinpublication	rdfs:comment	Specifies that a particular person has been written about in a particular publication
NELL:inverseoflanguagespokenatisland	rdfs:comment	Describes languages spoken at islands
NELL:athletewinsawardtrophytournament	rdfs:comment	Describes the athletes who won an award trophy tournament
NELL:istallerthan	rdfs:comment	Indicates that arg1 has a greater height than arg2
NELL:sportsteampositionforsport	rdfs:comment	The relation between a sport and team positions filled by athletes
NELL:languageofcity	rdfs:comment	Typical language spoken in a city (official or otherwise)
NELL:persondiedatage	rdfs:comment	the age at which this person died
NELL:locatedat	rdfs:comment	assigns locations to things.
NELL:mountainatgeopoliticallocation	rdfs:comment	geopoliticallocation and mountain are related
NELL:inverseofawardtrophytournamentwasawardedonstadium	rdfs:comment	Stadium of event venue where a award trophy tournament was at least once awarded
NELL:visualappearanceof	rdfs:comment	The NEIL-learned visual appearance of something
NELL:locationinzipcode	rdfs:comment	Describes one or more locations to which a zipcode may correspond.
NELL:wikipediaurlof	rdfs:comment	The Wikipedia page for a given category instance
NELL:inverseofriveremptiesintoriver	rdfs:comment	Describes the tributaries of a river
NELL:placeofworshippracticesreligion	rdfs:comment	The religion practied in a place of worship.
NELL:locationofitemexistence	rdfs:comment	"An item that is typically found in a particular place. While most any item could concievably exist at most any place the intent for this relation and its children is to capture ""common knowledge"" about what would be expected to be found where."
NELL:inverseofvegetableisproducedatcountry	rdfs:comment	Describes the countries that are big produces of vegetables
NELL:inverseofagriculturalproductgrowinginstateorprovince	rdfs:comment	Describes the agricultural products that are produced in a state or province
NELL:inverseofagriculturalproductcamefromcountry	rdfs:comment	Describes the agricultural products that came from a country
NELL:inverseofweaponmadeincountry	rdfs:comment	Describes the weapons produced by a country
NELL:countryproducesproduct	rdfs:comment	Describes the products produced by a country
NELL:inverseofvegetableproductioninstateorprovince	rdfs:comment	Describes the vegetables produced in a state or province
NELL:farmproducesagriculturalproduct	rdfs:comment	the agricultural products produced by a farm
NELL:roomcancontainitem	rdfs:comment	Relates items to rooms in which they are often found
NELL:roomcancontainfurniture	rdfs:comment	Relates furniture to rooms in which it is often found
NELL:locationofevent	rdfs:comment	the location that an event is happened at
NELL:buildinghostsmeetingeventtitle	rdfs:comment	In which building a particular meeting will take place
NELL:officebuildingroomhostsmeetingeventtitle	rdfs:comment	In which room a particular meeting will take place
NELL:locationofitemuse	rdfs:comment	an item used in a specific place
NELL:locationcontainslocation	rdfs:comment	a location that is a subpart of another location
NELL:skyscrapercontainsrestaurant	rdfs:comment	Describes restaurants located in skyscrapers
NELL:inverseofhotelwasbuiltatfarm	rdfs:comment	Describes hotels built at farms
NELL:buildinghasofficebuildingroom	rdfs:comment	Which office-style building a particular room is found in
NELL:geopoliticallocationcontainscountry	rdfs:comment	specifies that a particular country is located in a particular geopolitical entity
NELL:geopoliticallocationcontainsstate	rdfs:comment	specifies that a particular state or province is located in a particular geopolitical location
NELL:countrystates	rdfs:comment	The country which the state or province is a part of.
NELL:geopoliticallocationcontainscity	rdfs:comment	specifies that a particular city is located in a particular geopolitical location
NELL:statecontainscity	rdfs:comment	specifies that a particular city is located in a particular state or province
NELL:countrycities	rdfs:comment	specifies that a particular city is located in a particular country
NELL:countrycontainsfarm	rdfs:comment	The country a farm is located in
NELL:statecontainsfarm	rdfs:comment	The state/province a farm is located in
NELL:statehasmountain	rdfs:comment	State/province a mountain is located in.
NELL:cityhastrainstation	rdfs:comment	The city a train station is in.
NELL:statehaslake	rdfs:comment	The state/province a river is in.
NELL:cityhasstreet	rdfs:comment	this street is at least partly inside this city
NELL:cityattractions	rdfs:comment	The city that an attraction is located in
NELL:cityhostsattraction	rdfs:comment	Attraction occurs in the city
NELL:citymuseums	rdfs:comment	The city that a museum is located in
NELL:cityhastransportation	rdfs:comment	City of a transportation system.
NELL:cityaquariums	rdfs:comment	The city an aquarium is located in.
NELL:cityparks	rdfs:comment	The city a park is located in.
NELL:cityzoos	rdfs:comment	The city a zoo is located in
NELL:citycontainsbuilding	rdfs:comment	specifies that a particular building is located in a particular city
NELL:cityrestaurants	rdfs:comment	The city a restaurant is located in.
NELL:cityhasshoppingmall	rdfs:comment	The city a shopping mall is located in.
NELL:cityhasairport	rdfs:comment	The city an airport is located in.
NELL:cityhashospital	rdfs:comment	The city a hostpital is located in.
NELL:cityhotels	rdfs:comment	The city a hotel is located in.
NELL:locationrelatedtoagent	rdfs:comment	Most general agent-to-location relation
NELL:countryisthehomeofsportsteam	rdfs:comment	Describes the home country of sports teams
NELL:inverseofcriminalarrestedincountry	rdfs:comment	Country where criminal was arrested
NELL:websiteoperatedbyagent	rdfs:comment	The organization that operates a website
NELL:officialwebsiteoforganization	rdfs:comment	An official top-level URL for an organization's website
NELL:inverseofnewpaperhaswebsite	rdfs:comment	Present the oficial website of a newspaper
NELL:locationrepresentedbypolitician	rdfs:comment	Describes the city state country or other location represented by a politician
NELL:countryhascitizen	rdfs:comment	the citizenship of a person
NELL:locationactedinbyagent	rdfs:comment	As with agentInteractsWithAgent we take existing at a location to be an action at that location.
NELL:inverseofcoachworksincountry	rdfs:comment	Describes the country where a coach works
NELL:locationofpersondeath	rdfs:comment	the location that a person died in
NELL:cityofpersondeath	rdfs:comment	the city that a person died in
NELL:countryofpersondeath	rdfs:comment	the country that a person died in
NELL:stateorprovinceofpersondeath	rdfs:comment	the state or province that a person died in
NELL:locationofpersonbirth	rdfs:comment	the location that a person is born in
NELL:stateorprovinceofpersonbirth	rdfs:comment	the state or province that a person was born in
NELL:countryofpersonbirth	rdfs:comment	the country that a person was born in
NELL:cityofpersonbirth	rdfs:comment	the city that a person was born in
NELL:inverseofwriterwasbornincity	rdfs:comment	Describes the city where a write was born in
NELL:locationresidenceofperson	rdfs:comment	the location that person has residence in
NELL:stateorprovinceresidenceofperson	rdfs:comment	the state or province that a person has residence in
NELL:cityresidenceofperson	rdfs:comment	the city that a person has residence in
NELL:countryresidenceofperson	rdfs:comment	the country that a person has residence in
NELL:inverseofpersonmovedtostateorprovince	rdfs:comment	Describes the people that moved to live in a state or province
NELL:inverseofmalemovedtostateorprovince	rdfs:comment	Describes the male people that moved to live in a state or province
NELL:geopoliticallocationresidenceofpersion	rdfs:comment	the geopolitical location that person has residence in
NELL:locationactedinbyorganization	rdfs:comment	location of an organization or company
NELL:buildingbelongstoorganization	rdfs:comment	Which organization a building belongs to
NELL:stateorprovinceoforganizationheadquarters	rdfs:comment	The state or province where a given organization is headquartered
NELL:countryoforganizationheadquarters	rdfs:comment	The country where a given organization is headquartered
NELL:cityoforganizationheadquarters	rdfs:comment	The city where a given organization is headquartered
NELL:companiesheadquarteredhere	rdfs:comment	specifies that a particular company is headquartered in a particular city
NELL:cityuniversities	rdfs:comment	The city a university is located in.
NELL:stadiumhometeam	rdfs:comment	"The stadium or other sporting venue which a team designates as its ""home."" Typically a large percentage of the team's games occur in this location."
NELL:stadiumhometoleague	rdfs:comment	specifies that a particular league uses a particular venue for its games
NELL:countryhascompanyoffice	rdfs:comment	specifies that a particular company has offices in a particular country
NELL:inverseofbankbankincountry	rdfs:comment	Describes the banks in a country
NELL:inverseofautomobilemakerdealersincountry	rdfs:comment	Describes the car dealers in a country
NELL:cityhascompanyoffice	rdfs:comment	specifies that a particular company has offices in a particular city
NELL:inverseofautomobilemakerdealersincity	rdfs:comment	Describes the car dealers in a city
NELL:citytelevisionstation	rdfs:comment	The city where a TV station is located or broadcasts to.
NELL:cityradiostation	rdfs:comment	Specifies that a particular radio station is headquarted in a particular city
NELL:citynewspaper	rdfs:comment	Specifies the city in which a particular newspaper is headquartered
NELL:stadiumhometoathlete	rdfs:comment	a sports arena usually oval or horseshoe-shaped with tiers of seats for spectators (which is home for an athlete) 
NELL:riverflowsthroughcity	rdfs:comment	Rivers that flow or through or immediately adjacent to the city.
NELL:inverseofbuildingfeaturebuiltabovelak	rdfs:comment	buildingfeature and lake are related
NELL:latitudelongitude	rdfs:comment	the latitude and longitude of this location or the latitude and longitude typically associated with this thing
NELL:agriculturalproductcomingfromvertebrate	rdfs:comment	Describes the agricultural products that come from a vertebrate
NELL:sportsgamewinnerscore	rdfs:comment	Specifies the score with which the winning team in a particular sportsGame lost.
NELL:professionactsatthesameareaofpoliticissue	rdfs:comment	Describes professions that work at the area of a political issue
NELL:agentcontrols	rdfs:comment	to exercise restraint or direction over; dominate; command 
NELL:organizationhasagent	rdfs:comment	to be in the relation of a member adherent inhabitant etc 
NELL:superpartoforganization	rdfs:comment	one organization is a subpart of a larger controlling organization
NELL:acquired	rdfs:comment	to come into possession or ownership of; get as one's own 
NELL:bankboughtbank	rdfs:comment	Describes the banks that bought other banks
NELL:televisioncompanyaffiliate	rdfs:comment	The network that a TV station gets its programming from
NELL:leagueteams	rdfs:comment	The league that a team plays in.
NELL:organizationhasperson	rdfs:comment	organization or company that person is belonged to
NELL:inverseofathleteplayedforschool	rdfs:comment	The school that an athlete used to play for its team
NELL:worker	rdfs:comment	to be employed esp. as a means of earning one's livelihood 
NELL:organizationterminatedperson	rdfs:comment	This relation holds when the organization has teminated the employment relationship. This includes firings RIFs resignations and retirements. Normal ending of a contract does not constitute terminatedEmployment. A termination event (the endinf of the employment) must be mentioned for this relation to apply; if the text just says that Mary Smith used to work for IBM that is not enough to assert a terminatedEmployment relation.
NELL:organizationhiredperson	rdfs:comment	This relation connects an organization to individuals that it hired. It does include people hired as contractors not just people hired as employees. It does not include elected officials. It does not include organizations that may be hired for some particular purpose. Typically hiring someone does involve paying them though that is seldom stated explicitly when the relation is mentioned. A hiring event (the actual initiation of the employment) must be mentioned for this relation to apply; if the text just says that Mary Smith works for IBM that is not enough to assert a hired relation.
NELL:publicationjournalist	rdfs:comment	specifies that a particular journalist writes for a particular publication
NELL:teamcoach	rdfs:comment	specifies that a particular coach coaches a particular team
NELL:politicalgroupofpolitician	rdfs:comment	Specifies that a particular politician belongs to a particular
NELL:politicalgroupofpoliticianus	rdfs:comment	U.S. Politician who is member of a political group
NELL:schoolattendedbyperson	rdfs:comment	person has attended a school
NELL:schoolgraduatedperson	rdfs:comment	"This holds when the person has graduated from the educational institution at some time. This includes high schools say as well as universities. A division of an institution (""Yale Business School"") will be scored as the same answer as the institution as a whole (""Yale"")."
NELL:inverseofpersongraduatedfromuniversity	rdfs:comment	Describes the people graduated from a university
NELL:musicartistmusician	rdfs:comment	Specifies that a particular musician has performed as particular musicArtist
NELL:leaguecoaches	rdfs:comment	specifies that a particular coach coaches a team that plays in a particular league
NELL:leagueplayers	rdfs:comment	a group of athletic teams organized to promote mutual interests and to compete chiefly among themselves 
NELL:teammember	rdfs:comment	to join together in a team 
NELL:inverseofathleteledsportsteam	rdfs:comment	Describes the athletes that lead/led a sports team
NELL:coachesathlete	rdfs:comment	to give instruction or advice to in the capacity of a coach; instruct 
NELL:countrycurrency	rdfs:comment	specifies that a particular country uses a particular currency
NELL:agriculturalproducttoattractinsect	rdfs:comment	Describes the agricultural products that attract insects
NELL:physiologicalconditionpossiblytreatedbydrug	rdfs:comment	"relates a substance to a condition that it might treat. This relation includes conditions that the substance has been designed or approved to treat as well as conditions for which it is being investigated as a possible treatment.  Common folk remedies would also be eligible for this relation.  For example it would be reasonable to say that ""chicken noodle soup"" is a possible treatment for ""colds""."
NELL:objectlookslikeobject	rdfs:comment	Object looks like (NEIL)
NELL:ageofperson	rdfs:comment	the age of this person
NELL:inverseofattractionmadeofbuildingmaterial	rdfs:comment	Describes the materials used to build attractions
NELL:languageofcountry	rdfs:comment	Typical language spoken in a country (official or otherwise)
NELL:coachstudiedatuniversity	rdfs:comment	Describes the university where the coach studied at
NELL:visualartistartmovement	rdfs:comment	The art movements or styles that a visualArtist is associated with.
NELL:academicfieldhasperson	rdfs:comment	People trained or active in a given academic field
NELL:physiologicalconditionstudedbyperson	rdfs:comment	This predicate holds between a HumanAgent and a condition and means that the HumanAgent performs research related to condition.
NELL:inverseofbacteriaisthecausativeagentofphysiologicalcondition	rdfs:comment	Describes the bacterias that causes physiological conditions
NELL:inverseofinvertebrateturnintoinsect	rdfs:comment	Describes the metamorphosis of some invertebrates into another insects
NELL:inverseofcolorassociatedwithvisualizableattribut	rdfs:comment	color and visualizableattribute are related
NELL:ethnicgroupofperson	rdfs:comment	The ethnicity of a person
NELL:winningscoreofsportsgame	rdfs:comment	Specifies the score with which the winning team in a particular sportsGame lost.
NELL:athletepublishesinblog	rdfs:comment	The blog where an athlete publishes
NELL:inverseofagriculturalproductgrowninlandscapefeature	rdfs:comment	Describes the agricultural products that are grown in landscape features
NELL:beveragecansoftendisease	rdfs:comment	Describes beverages that can help soften the symptons of diseases
NELL:concepthasprerequisite	rdfs:comment	Prerequisite relationship between scientific terms (currently biased towards ML and AI areas)
NELL:inverseofsportfansincountry	rdfs:comment	Describes the sports that have fans living in a country
NELL:politicsbillconcernsissue	rdfs:comment	Issues that a legislative billl is concerned with.
NELL:meetingeventtypeincludesmeetingeventtitle	rdfs:comment	What series of meetings a particular meeting belongs to or what kind of a meeting it is
NELL:inverseofmeatcomesfromanimal	rdfs:comment	Describes the animals and their meat cuts
NELL:deathageofperson	rdfs:comment	the age at which this person died
NELL:inverseofagriculturalproductcomingfromvertebrate	rdfs:comment	Describes the agricultural products that come from a vertebrate
NELL:inverseofarthropodfeedoninsect	rdfs:comment	Describes the names an artery can be called
NELL:inverseofarthropodlooklikeinsect	rdfs:comment	Describes the arthropod that look like specific insects
NELL:languageschoolincity	rdfs:comment	Describes the language schools for specific languages in a city
NELL:arthropodthatfeedoninsect	rdfs:comment	Describes the names an artery can be called
NELL:inverseofemotionassocietedwithdisease	rdfs:comment	Describes the emotions associated with a disease
NELL:clothmadeofplant	rdfs:comment	Plants that can be used to make cloths
NELL:officeheldbypolitician	rdfs:comment	Specifies that a particular politician holds a particular office
NELL:officeheldbypoliticianus	rdfs:comment	U.S. Politician who holds an office
NELL:sportsgameloserscore	rdfs:comment	Specifies the score with which the loosing team in a particular sportsGame lost.
NELL:inverseofagriculturalproductcookedwithagricultureproduct	rdfs:comment	Describes the agricultural products that are usually cooked with another agricultural product
NELL:subjectconcernedbyacademicfield	rdfs:comment	Subjects of study within a given academic field
NELL:subfieldofacademicfield	rdfs:comment	Subfields within a given academic field
NELL:fishservedwithfood	rdfs:comment	Describes the kind of food that are tipically serverd with a fish
NELL:hotelbuiltatpark	rdfs:comment	hotel and park are related
NELL:inverseofhotelbuiltatpark	rdfs:comment	hotel and park are related
NELL:inverseofbirdmayconsumeprotein	rdfs:comment	Describes the proteins eaten by a bird
NELL:sportsteampositionathlete	rdfs:comment	The team position played by an athlete.
NELL:countrylanguage	rdfs:comment	Typical language spoken in a country (official or otherwise)
NELL:conceptprerequisiteof	rdfs:comment	Prerequisite relationship between scientific terms (currently biased towards ML and AI areas)
NELL:drughassideeffect	rdfs:comment	This predicate indicates that the use of a drug has a physiologicalCondition as a side-effect. Uses of this predicate may include both very common side-effects and rare but reported side-effects.
NELL:inverseofclothmadeofplant	rdfs:comment	Plants that can be used to make cloths
NELL:citylanguage	rdfs:comment	Typical language spoken in a city (official or otherwise)
NELL:invertebrateturnintoinsect	rdfs:comment	Describes the metamorphosis of some invertebrates into another insects
NELL:inverseofbakegoodistypicalincountry	rdfs:comment	Describes the typicall bakegoods of the countries
NELL:inverseofanimaldevelopdisease	rdfs:comment	Describes the diseases that can be developed by an animal
NELL:inverseofbeveragemadefrombeverage	rdfs:comment	Describes the names an artery can be called
NELL:arthropodbesometimesconfusewithinsect	rdfs:comment	Arthropodes that usually are confunded by insects
NELL:sideeffectcausedbydrug	rdfs:comment	This predicate indicates that the use of a drug has a physiologicalCondition as a side-effect. Uses of this predicate may include both very common side-effects and rare but reported side-effects.
NELL:inverseofpoliticianuswenttoschool	rdfs:comment	Describes the school where a US politician studied
NELL:inverseoffoodcancausedisease	rdfs:comment	Describes the diseases that can be caused by a food
NELL:inverseofclothingmadefromplant	rdfs:comment	Describes the clothing items made of a plant
NELL:players	rdfs:comment	to engage in (a game pastime etc.) 
NELL:companyeconomicsector	rdfs:comment	specifies that a particular company does business in a particular economic sector
NELL:inverseofwineryatfarm	rdfs:comment	farm and winery are related
NELL:specializationof	rdfs:comment	one thing is a more specific kind of another thing
NELL:crustaceanisatypeofarthropod	rdfs:comment	Hyponym Relation
NELL:inverseofmusicgenressuchasmusicgenres	rdfs:comment	Describes the musicgenre types that are generalizations of specific musicgenres
NELL:inverseoftoolssuchastools	rdfs:comment	Describes the tools types that are generalizations of specific tools
NELL:inverseofanimalssuchasmammals	rdfs:comment	Describes the animal types that are generalizations of mammals
NELL:inverseofprofessionssuchasprofessions	rdfs:comment	Describes the professions types that are generalizations of specific professions
NELL:inverseofcriminalssuchascriminals	rdfs:comment	Describes the criminals types that are generalizations of specific criminals
NELL:inverseofconferencessuchasconferences	rdfs:comment	Describes the conferences types that are generalizations of specific conferences
NELL:inverseofcountriessuchascountries	rdfs:comment	Describes the countries types that are generalizations of specific countries
NELL:inverseofvideogamessuchasvideogames	rdfs:comment	Describes the videogame types that are generalizations of specific videogames
NELL:inverseofreligionssuchasreligions	rdfs:comment	Describes the religions types that are generalizations of specific religions
NELL:inverseofmusicfestivalssuchasmusicfestivals	rdfs:comment	Describes the musicfestivals types that are generalizations of specific musicfestivals
NELL:inverseofmoviessuchasmovies	rdfs:comment	Describes the movies types that are generalizations of specific movies
NELL:inverseofhobbiessuchashobbies	rdfs:comment	Describes the hobbies types that are generalizations of specific hobbies
NELL:inverseofweaponssuchasweapons	rdfs:comment	Describes the weapons types that are generalizations of specific weapons
NELL:inverseoftelevisionshowssuchastelevisionshows	rdfs:comment	Describes the televisionshows types that are generalizations of specific televisionshows
NELL:inverseofmammalsuchasmammal	rdfs:comment	Describes the specific actors types that are generalizations of actors
NELL:inverseofcelebritysuchascelebrity	rdfs:comment	Describes the specific celebrity types that are generalizations of celebrities
NELL:inverseofbooksuchasbook	rdfs:comment	Describes the specific book types that are generalizations of actors
NELL:inverseofautomobileenginesuchasautomobileengine	rdfs:comment	Describes the specific automobile Engine types that are generalizations of automobile Engines
NELL:inverseoftouristattraction	rdfs:comment	Describes the specific tourist attraction types that are generalizations of tourist attractions
NELL:inverseofathletesuchasathlete	rdfs:comment	Describes the specific athlete types that are generalizations of athletes
NELL:inverseofastronautsuchasastronaut	rdfs:comment	Describes the specific astronaut types that are generalizations of astronauts
NELL:inverseofarterysuchasartery	rdfs:comment	Describes the specific artery types that are generalizations of arteries
NELL:inverseofarchitectssuchasarchitects	rdfs:comment	Describes the specific architect types that are generalizations of architects
NELL:inverseofarchaeasuchasarchaea	rdfs:comment	Describes the specific archaea types that are generalizations of archaeas
NELL:inverseofarachnidssuchasarachnides	rdfs:comment	Describes the specific arachnid types that are generalizations of arachnids
NELL:inverseofaquariumsuchasaquarium	rdfs:comment	Describes the specific aquarium types that are generalizations of aquariums
NELL:inverseofamphibiansuchasamphibian	rdfs:comment	Describes the amphibian types that are generalizations of specific amphibians
NELL:inversoofairportsuchasairport	rdfs:comment	Describes the airport types that are generalizations of specific aiports
NELL:inverseofactorsuchasactor	rdfs:comment	Describes the actor types that are generalizations of specific actors
NELL:inverseofagriculturalproductincludingagriculturalproduct	rdfs:comment	Describes the agricultural products that are generalizations of other agriculture products
NELL:inverseofacademicfieldsuchasacademicfield	rdfs:comment	Describes a specialization fo an Academic Field
NELL:inverseofplantincludeplant	rdfs:comment	Describes the subcategories of a plant
NELL:chemicalistypeofchemical	rdfs:comment	indicates that one chemical is special case of another chemical
NELL:professionistypeofprofession	rdfs:comment	Type-specific generalization of professions.
NELL:vehicleistypeofvehicle	rdfs:comment	Type-specific generalization of vehicles.
NELL:animalistypeofanimal	rdfs:comment	Type-specific generalization of animals.
NELL:inverseofanimalsuchasinvertebrate	rdfs:comment	Describes the invertebrate that are from a specific type of animals
NELL:inverseofanimalsuchasmollusk	rdfs:comment	Describes the mollusk that are from a specific type of animals
NELL:inverseofanimalsuchasinsect	rdfs:comment	Describes the insect that are from a specific type of animals
NELL:inverseofanimalsuchasfish	rdfs:comment	Describes the fish that are from a specific type of animals
NELL:arthropodandotherarthropod	rdfs:comment	Describes similar arthropods
NELL:productinstanceof	rdfs:comment	Specifies that a particular product is a particular kind of thing
NELL:plantrepresentemotion	rdfs:comment	Describes the emotions represented by a plant
NELL:softwareisprogrammedinprogramminglanguage	rdfs:comment	Relates a software to its programming language
NELL:inverseofbeveragecansoftendisease	rdfs:comment	Describes beverages that can help soften the symptons of diseases
NELL:sportschoolincountry	rdfs:comment	Describes the sports practiced in a country
NELL:itemusedwithitem	rdfs:comment	Most general item-to-item relation.
NELL:inverseofvegetablecanbeservedwithgrain	rdfs:comment	Describes the vegetables that are usually served with a grain
NELL:vegetablecanbeservedwithgrain	rdfs:comment	Describes the vegetables that are usually served with a grain
NELL:inverseofbakedgoodservedwithbeverage	rdfs:comment	Describes the baked goods that are usually served with a beverage
NELL:bakedgoodservedwithbeverage	rdfs:comment	Describes the baked goods that are usually served with a beverage
NELL:clothingtogowithclothing	rdfs:comment	"Describes clothing pieces that ""should"" (or can) be used with each other"
NELL:superpartof	rdfs:comment	a portion or division of a whole that is separate or distinct; piece fragment fraction or section; constituent 
NELL:magazinecontainspublication	rdfs:comment	Magazine in which a publication was published in
NELL:bodypartcontainsmuscle	rdfs:comment	Describes the muscles in body parts
NELL:academicfieldhassubfield	rdfs:comment	Subfields within a given academic field
NELL:bodypartcontainsbodypart	rdfs:comment	indicates that one body part is contained inside another
NELL:eventsupereventof	rdfs:comment	event that is happened as a sub-event of another event
NELL:eventinvolveditem	rdfs:comment	Umbrella relation for identifying items in events.
NELL:eventhasparticipantagent	rdfs:comment	identifies participants in events
NELL:inverseofuniversityledmusicfestival	rdfs:comment	identifies the university that led a Musical Festival
NELL:meetingeventtitlehasspeakingperson	rdfs:comment	Who will be speaking at a particular meeting
NELL:crimeorchargeofperson	rdfs:comment	Charges or crimes (alleged or convicted) of the given person
NELL:sportsgameteam	rdfs:comment	Specifies the teams that played in a particular sports game
NELL:sportsgamewinner	rdfs:comment	Specifies that a particular team that played in a particular sportsGame was the winner thereof.
NELL:sportsgameloser	rdfs:comment	Specifies that a particular team that played in a particular sportsGame was the loser thereof.
NELL:sportsgamehometeam	rdfs:comment	Specifies that a particular team is the home team in a particular sportsGame
NELL:sportsgameawayteam	rdfs:comment	Specifies that a particular team is the away team in a particular sportsGame.
NELL:personhasjobposition	rdfs:comment	This relation holds when the person has held the position at some point in some organization.
NELL:athleteinjuredhisbodypart	rdfs:comment	Describes the athletes that had injured any body part
NELL:athletefracturedbone	rdfs:comment	Bone fracture that an athlete had
NELL:drugpossiblytreatsphysiologicalcondition	rdfs:comment	"relates a substance to a condition that it might treat. This relation includes conditions that the substance has been designed or approved to treat as well as conditions for which it is being investigated as a possible treatment.  Common folk remedies would also be eligible for this relation.  For example it would be reasonable to say that ""chicken noodle soup"" is a possible treatment for ""colds""."
NELL:inverseofinvertebratehascolor	rdfs:comment	Describes the color of invertebrates
NELL:inverseofsoftwareprogrammedinprogramminglanguage	rdfs:comment	Relates a software to its programming language
NELL:coachwontrophy	rdfs:comment	specifies that a particular coach coaches a team that won a particular award or trophy
NELL:trophywonbycoaches	rdfs:comment	specifies that a particular coach coaches a team that won a particular award or trophy
NELL:inverseofbuildingispartofuniversity	rdfs:comment	Describes buildings that universities might own
NELL:academicfieldusedbyeconomicsector	rdfs:comment	Academic fields used by economic fields
NELL:jobpositionheldbyperson	rdfs:comment	This relation holds when the person has held the position at some point in some organization.
